ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,ORDERMONTH,ORDERYEAR
10275,23,81.91000366210938,7,1883.9300537109375,2019-07-23,Shipped,Motorcycles,99,S32_1374,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Small,7,2019
10285,37,98.88999938964844,12,3658.929931640625,2019-08-27,Shipped,Motorcycles,99,S32_1374,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,Medium,8,2019
10297,26,109.87999725341797,2,2856.8798828125,2019-09-16,Shipped,Motorcycles,99,S32_1374,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland,Cassidy,Dean,Small,9,2019
10308,24,79.91000366210938,5,1917.8399658203125,2019-10-15,Shipped,Motorcycles,99,S32_1374,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,Small,10,2019
10318,47,112.87999725341797,7,5305.35986328125,2019-11-02,Shipped,Motorcycles,99,S32_1374,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Medium,11,2019
10329,45,63.90999984741211,11,2875.949951171875,2019-11-15,Shipped,Motorcycles,99,S32_1374,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Small,11,2019
10340,55,117.87000274658203,2,6482.85009765625,2019-11-24,Shipped,Motorcycles,99,S32_1374,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,Medium,11,2019
10353,46,81.16999816894531,5,3733.820068359375,2019-12-04,Shipped,Motorcycles,99,S32_1374,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,97561,USA,Lewis,Dan,Medium,12,2019
10363,50,131.52999877929688,2,6576.5,2020-01-06,Shipped,Motorcycles,99,S32_1374,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland,Suominen,Kalle,Medium,1,2020
10375,37,171.7100067138672,3,6353.27001953125,2020-02-03,Shipped,Motorcycles,99,S32_1374,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Medium,2,2020
10387,44,94.9000015258789,1,4175.60009765625,2020-03-02,Shipped,Motorcycles,99,S32_1374,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Medium,3,2020
10401,49,101.88999938964844,1,4992.60986328125,2020-04-03,On Hold,Motorcycles,99,S32_1374,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,94019,USA,Brown,William,Medium,4,2020
10416,45,105.87999725341797,2,4764.60009765625,2020-05-10,Shipped,Motorcycles,99,S32_1374,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Medium,5,2020
10108,27,43.45000076293945,13,1173.1500244140625,2018-03-03,Shipped,Motorcycles,40,S32_2206,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,1227 MM,Philippines,Cruz,Arnold,Small,3,2018
10122,31,44.65999984741211,17,1384.4599609375,2018-05-08,Shipped,Motorcycles,40,S32_2206,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,Small,5,2018
10135,33,40.22999954223633,14,1327.5899658203125,2018-07-02,Shipped,Motorcycles,40,S32_2206,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,7,2018
10145,31,35.79999923706055,1,1109.800048828125,2018-08-25,Shipped,Motorcycles,40,S32_2206,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Small,8,2018
10169,26,39.83000183105469,9,1035.5799560546875,2018-11-04,Shipped,Motorcycles,40,S32_2206,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Small,11,2018
10180,34,45.459999084472656,4,1545.6400146484375,2018-11-11,Shipped,Motorcycles,40,S32_2206,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,59000,France,Rance,Martine,Small,11,2018
10190,46,32.9900016784668,1,1517.5400390625,2018-11-19,Shipped,Motorcycles,40,S32_2206,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,11,2018
10211,41,42.2400016784668,9,1731.8399658203125,2019-01-15,Shipped,Motorcycles,40,S32_2206,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Small,1,2019
10224,43,39.43000030517578,2,1695.489990234375,2019-02-21,Shipped,Motorcycles,40,S32_2206,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,59000,France,Rance,Martine,Small,2,2019
10237,26,40.22999954223633,2,1045.97998046875,2019-04-05,Shipped,Motorcycles,40,S32_2206,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,10022,USA,Frick,Michael,Small,4,2019
10252,36,48.279998779296875,6,1738.0799560546875,2019-05-26,Shipped,Motorcycles,40,S32_2206,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Small,5,2019
10264,20,32.59000015258789,4,651.7999877929688,2019-06-30,Shipped,Motorcycles,40,S32_2206,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,51003,USA,Yoshido,Juri,Small,6,2019
10276,27,36.61000061035156,10,988.469970703125,2019-08-02,Shipped,Motorcycles,40,S32_2206,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,Brickhaven,58339,USA,Barajas,Miguel,Small,8,2019
10285,37,41.029998779296875,1,1518.1099853515625,2019-08-27,Shipped,Motorcycles,40,S32_2206,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,Small,8,2019
10299,24,42.2400016784668,4,1013.760009765625,2019-09-30,Shipped,Motorcycles,40,S32_2206,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,Small,9,2019
10310,36,43.04999923706055,17,1549.800048828125,2019-10-16,Shipped,Motorcycles,40,S32_2206,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,Small,10,2019
10319,29,38.220001220703125,5,1108.3800048828125,2019-11-03,Shipped,Motorcycles,40,S32_2206,Microscale Inc.,2125551957,5290 North Pendale Street,NYC,10022,USA,Kuo,Kee,Small,11,2019
10331,28,146.52000427246094,3,4102.56005859375,2019-11-17,Shipped,Motorcycles,40,S32_2206,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,71270,USA,Hernandez,Rosa,Medium,11,2019
10343,29,128.0399932861328,5,3713.159912109375,2019-11-24,Shipped,Motorcycles,40,S32_2206,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Medium,11,2019
10355,38,39.83000183105469,10,1513.5400390625,2019-12-07,Shipped,Motorcycles,40,S32_2206,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,12,2019
10364,48,48.279998779296875,1,2317.43994140625,2020-01-06,Shipped,Motorcycles,40,S32_2206,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,Small,1,2020
10378,40,82.45999908447266,1,3298.39990234375,2020-02-10,Shipped,Motorcycles,40,S32_2206,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2,2020
10390,41,44.560001373291016,11,1826.9599609375,2020-03-04,Shipped,Motorcycles,40,S32_2206,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,3,2020
10403,30,40.22999954223633,2,1206.9000244140625,2020-04-08,Shipped,Motorcycles,40,S32_2206,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Small,4,2020
10104,35,47.619998931884766,11,1666.699951171875,2018-01-31,Shipped,Trucks and Buses,54,S32_2509,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,1,2018
10114,28,55.72999954223633,2,1560.43994140625,2018-04-01,Shipped,Trucks and Buses,54,S32_2509,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,75012,France,Bertrand,Marie,Small,4,2018
10127,45,51.95000076293945,13,2337.75,2018-06-03,Shipped,Trucks and Buses,54,S32_2509,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Small,6,2018
10141,24,45.9900016784668,7,1103.760009765625,2018-08-01,Shipped,Trucks and Buses,54,S32_2509,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland,Suominen,Kalle,Small,8,2018
10151,41,63.849998474121094,5,2617.85009765625,2018-09-21,Shipped,Trucks and Buses,54,S32_2509,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,90110,Finland,Koskitalo,Pirkko,Small,9,2018
10165,48,45.9900016784668,14,2207.52001953125,2018-10-22,Shipped,Trucks and Buses,54,S32_2509,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Small,10,2018
10175,50,63.310001373291016,3,3165.5,2018-11-06,Shipped,Trucks and Buses,54,S32_2509,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,WX3 6FW,UK,Brown,Ann,Medium,11,2018
10184,33,62.77000045776367,8,2071.409912109375,2018-11-14,Shipped,Trucks and Buses,54,S32_2509,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",Sevilla,41101,Spain,Roel,Jose Pedro,Small,11,2018
10195,32,43.290000915527344,8,1385.280029296875,2018-11-25,Shipped,Trucks and Buses,54,S32_2509,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,Small,11,2018
10207,27,60.060001373291016,9,1621.6199951171875,2018-12-09,Shipped,Trucks and Buses,54,S32_2509,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,51003,USA,Franco,Valarie,Small,12,2018
10219,35,55.189998626708984,4,1931.6500244140625,2019-02-10,Shipped,Trucks and Buses,54,S32_2509,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,94217,USA,Taylor,Sue,Small,2,2019
10229,23,54.11000061035156,3,1244.530029296875,2019-03-11,Shipped,Trucks and Buses,54,S32_2509,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,3,2019
10246,35,48.70000076293945,7,1704.5,2019-05-05,Shipped,Trucks and Buses,54,S32_2509,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,5,2019
10259,40,43.83000183105469,6,1753.199951171875,2019-06-15,Shipped,Trucks and Buses,54,S32_2509,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Small,6,2019
10271,35,47.619998931884766,7,1666.699951171875,2019-07-20,Shipped,Trucks and Buses,54,S32_2509,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,7,2019
10281,31,55.189998626708984,3,1710.8900146484375,2019-08-19,Shipped,Trucks and Buses,54,S32_2509,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Small,8,2019
10292,50,46.529998779296875,10,2326.5,2019-09-08,Shipped,Trucks and Buses,54,S32_2509,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Small,9,2019
10305,40,57.900001525878906,7,2316,2019-10-13,Shipped,Trucks and Buses,54,S32_2509,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,Small,10,2019
10313,38,45.45000076293945,1,1727.0999755859375,2019-10-22,Shipped,Trucks and Buses,54,S32_2509,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada,Tannamuri,Yoshi,Small,10,2019
10325,38,232.74000549316406,3,8844.1201171875,2019-11-05,Shipped,Trucks and Buses,54,S32_2509,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,Large,11,2019
10335,40,60.599998474121094,3,2424,2019-11-19,Shipped,Trucks and Buses,54,S32_2509,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,11,2019
10349,33,46.529998779296875,1,1535.489990234375,2019-12-01,Shipped,Trucks and Buses,54,S32_2509,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Small,12,2019
10359,36,176.6300048828125,3,6358.68017578125,2019-12-15,Shipped,Trucks and Buses,54,S32_2509,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Medium,12,2019
10371,20,66.47000122070312,2,1329.4000244140625,2020-01-23,Shipped,Trucks and Buses,54,S32_2509,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,1,2020
10383,32,53.18000030517578,5,1701.760009765625,2020-02-22,Shipped,Trucks and Buses,54,S32_2509,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,2,2020
10394,36,62.77000045776367,3,2259.719970703125,2020-03-15,Shipped,Trucks and Buses,54,S32_2509,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,3,2020
10412,19,48.70000076293945,7,925.2999877929688,2020-05-03,Shipped,Trucks and Buses,54,S32_2509,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,5,2020
10425,11,43.83000183105469,6,482.1300048828125,2020-05-31,In Process,Trucks and Buses,54,S32_2509,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Small,5,2020
10104,49,65.87000274658203,4,3227.6298828125,2018-01-31,Shipped,Trains,62,S32_3207,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,1,2018
10116,27,63.380001068115234,1,1711.260009765625,2018-04-11,Shipped,Trains,62,S32_3207,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",Charleroi,B-6000,Belgium,Cartrain,Pascale,Small,4,2018
10127,29,70.83999633789062,6,2054.360107421875,2018-06-03,Shipped,Trains,62,S32_3207,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Small,6,2018
10142,42,74.56999969482422,16,3131.93994140625,2018-08-08,Shipped,Trains,62,S32_3207,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,8,2018
10152,33,50.95000076293945,2,1681.3499755859375,2018-09-25,Shipped,Trains,62,S32_3207,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,South Brisbane,4101,Australia,Calaghan,Tony,Small,9,2018
10165,44,53.439998626708984,7,2351.360107421875,2018-10-22,Shipped,Trains,62,S32_3207,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Small,10,2018
10176,22,64,6,1408,2018-11-06,Shipped,Trains,62,S32_3207,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Small,11,2018
10184,48,50.95000076293945,1,2445.60009765625,2018-11-14,Shipped,Trains,62,S32_3207,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",Sevilla,41101,Spain,Roel,Jose Pedro,Small,11,2018
10195,33,54.68000030517578,1,1804.43994140625,2018-11-25,Shipped,Trains,62,S32_3207,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,Small,11,2018
10207,45,56.54999923706055,2,2544.75,2018-12-09,Shipped,Trains,62,S32_3207,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,51003,USA,Franco,Valarie,Small,12,2018
10220,20,52.81999969482422,6,1056.4000244140625,2019-02-12,Shipped,Trains,62,S32_3207,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland,Cassidy,Dean,Small,2,2019
10230,46,60.900001525878906,4,2801.39990234375,2019-03-15,Shipped,Trains,62,S32_3207,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,60528,Germany,Keitel,Roland,Small,3,2019
10247,40,49.709999084472656,6,1988.4000244140625,2019-05-05,Shipped,Trains,62,S32_3207,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland,Suominen,Kalle,Small,5,2019
10272,45,64.62999725341797,6,2908.35009765625,2019-07-20,Shipped,Trains,62,S32_3207,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Small,7,2019
10282,36,59.650001525878906,9,2147.39990234375,2019-08-20,Shipped,Trains,62,S32_3207,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,8,2019
10292,31,67.7300033569336,3,2099.6298828125,2019-09-08,Shipped,Trains,62,S32_3207,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Small,9,2019
10306,46,50.33000183105469,17,2315.179931640625,2019-10-14,Shipped,Trains,62,S32_3207,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Small,10,2019
10314,35,66.48999786376953,9,2327.14990234375,2019-10-22,Shipped,Trains,62,S32_3207,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,Ibsen,Palle,Small,10,2019
10325,28,192.0500030517578,2,5377.39990234375,2019-11-05,Shipped,Trains,62,S32_3207,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,Medium,11,2019
10336,31,84.70999908447266,9,2626.010009765625,2019-11-20,Shipped,Trains,62,S32_3207,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,75012,France,Bertrand,Marie,Small,11,2019
10350,27,163.1999969482422,14,4406.39990234375,2019-12-02,Shipped,Trains,62,S32_3207,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,12,2019
10359,22,195.50999450683594,1,4301.22021484375,2019-12-15,Shipped,Trains,62,S32_3207,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Medium,12,2019
10371,30,99.55000305175781,11,2986.5,2020-01-23,Shipped,Trains,62,S32_3207,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,1,2020
10383,44,36.06999969482422,8,1587.0799560546875,2020-02-22,Shipped,Trains,62,S32_3207,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,2,2020
10394,30,60.279998779296875,4,1808.4000244140625,2020-03-15,Shipped,Trains,62,S32_3207,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,3,2020
10413,24,49.709999084472656,6,1193.0400390625,2020-05-05,Shipped,Trains,62,S32_3207,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Small,5,2020
10103,45,75.62999725341797,7,3403.35009765625,2018-01-29,Shipped,Trucks and Buses,64,S32_3522,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,Medium,1,2018
10113,23,68.5199966430664,1,1575.9599609375,2018-03-26,Shipped,Trucks and Buses,64,S32_3522,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,3,2018
10126,26,62.70000076293945,7,1630.199951171875,2018-05-28,Shipped,Trucks and Buses,64,S32_3522,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,Small,5,2018
10140,28,60.7599983215332,7,1701.280029296875,2018-07-24,Shipped,Trucks and Buses,64,S32_3522,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,Small,7,2018
10150,49,58.18000030517578,4,2850.820068359375,2018-09-19,Shipped,Trucks and Buses,64,S32_3522,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Small,9,2018
10164,49,54.939998626708984,5,2692.06005859375,2018-10-21,Resolved,Trucks and Buses,64,S32_3522,Mini Auto Werke,7675-3555,Kirchgasse 6,Graz,8010,Austria,Mendel,Roland,Small,10,2018
10175,29,74.9800033569336,12,2174.419921875,2018-11-06,Shipped,Trucks and Buses,64,S32_3522,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,WX3 6FW,UK,Brown,Ann,Small,11,2018
10183,49,64.63999938964844,4,3167.360107421875,2018-11-13,Shipped,Trucks and Buses,64,S32_3522,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,71270,USA,Cervantes,Francisca,Medium,11,2018
10194,39,54.939998626708984,7,2142.659912109375,2018-11-25,Shipped,Trucks and Buses,64,S32_3522,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,Small,11,2018
10206,36,58.81999969482422,2,2117.52001953125,2018-12-05,Shipped,Trucks and Buses,64,S32_3522,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada,Tannamuri,Yoshi,Small,12,2018
10217,39,62.04999923706055,7,2419.949951171875,2019-02-04,Shipped,Trucks and Buses,64,S32_3522,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Small,2,2019
10229,30,73.04000091552734,12,2191.199951171875,2019-03-11,Shipped,Trucks and Buses,64,S32_3522,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,3,2019
10245,44,69.16000366210938,5,3043.0400390625,2019-05-04,Shipped,Trucks and Buses,64,S32_3522,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,97823,USA,Murphy,Leslie,Medium,5,2019
10258,20,61.40999984741211,2,1228.199951171875,2019-06-15,Shipped,Trucks and Buses,64,S32_3522,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Shimamura,Akiko,Small,6,2019
10270,21,63.349998474121094,5,1330.3499755859375,2019-07-19,Shipped,Trucks and Buses,64,S32_3522,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Small,7,2019
10281,36,77.56999969482422,12,2792.52001953125,2019-08-19,Shipped,Trucks and Buses,64,S32_3522,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Small,8,2019
10291,32,71.75,7,2296,2019-09-08,Shipped,Trucks and Buses,64,S32_3522,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Small,9,2019
10304,36,73.04000091552734,2,2629.43994140625,2019-10-11,Shipped,Trucks and Buses,64,S32_3522,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Versailles,78000,France,Tonini,Daniel,Small,10,2019
10313,34,56.2400016784668,10,1912.1600341796875,2019-10-22,Shipped,Trucks and Buses,64,S32_3522,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada,Tannamuri,Yoshi,Small,10,2019
10324,48,171.02999877929688,4,8209.4404296875,2019-11-05,Shipped,Trucks and Buses,64,S32_3522,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,10022,USA,Frick,Michael,Large,11,2019
10348,31,101.29000091552734,5,3139.989990234375,2019-11-01,Shipped,Trucks and Buses,64,S32_3522,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,Medium,11,2019
10358,36,157.49000549316406,2,5669.64013671875,2019-12-10,Shipped,Trucks and Buses,64,S32_3522,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,12,2019
10370,25,126.41000366210938,3,3160.25,2020-01-20,Shipped,Trucks and Buses,64,S32_3522,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Medium,1,2020
10382,48,141.66000366210938,8,6799.68017578125,2020-02-17,Shipped,Trucks and Buses,64,S32_3522,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,2,2020
10411,27,69.16000366210938,5,1867.3199462890625,2020-05-01,Shipped,Trucks and Buses,64,S32_3522,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada,Fresnisre,Jean,Small,5,2020
10424,44,61.40999984741211,2,2702.0400390625,2020-05-31,In Process,Trucks and Buses,64,S32_3522,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,5,2020
10106,33,72.91999816894531,5,2406.360107421875,2018-02-17,Shipped,Vintage Cars,68,S32_4289,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Small,2,2018
10120,29,72.2300033569336,11,2094.669921875,2018-04-29,Shipped,Vintage Cars,68,S32_4289,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Small,4,2018
10133,49,57.099998474121094,6,2797.89990234375,2018-06-27,Shipped,Vintage Cars,68,S32_4289,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,6,2018
10144,20,81.86000061035156,1,1637.199951171875,2018-08-13,Shipped,Vintage Cars,68,S32_4289,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",Charleroi,B-6000,Belgium,Cartrain,Pascale,Small,8,2018
10168,31,73.61000061035156,12,2281.909912109375,2018-10-28,Shipped,Vintage Cars,68,S32_4289,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,Small,10,2018
